code,description,bec
720836,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness exceeding 10mm",22
720837,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 4.75mm or more but not exceeding 10mm",22
720838,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm",22
720839,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of less than 3mm",22
720840,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",22
720851,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness exceeding 10mm",22
720852,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 4.75mm or more but not exceeding 10mm",22
720853,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 3mm or more but less than 4.75mm",22
720854,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of less than 3mm",22
720890,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208",22
720915,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more",22
720916,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",22
720917,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",22
720918,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",22
720925,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more",22
720926,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",22
720927,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",22
720928,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",22
720990,"Iron or non-alloy steel: flat-rolled, width 600mm or more, cold-rolled, n.e.c. in heading no. 7209",22
721011,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more",22
721012,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm",22
721020,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate",22
721030,"Iron or non-alloy steel: flat-rolled, width 600mm or more, electrolytically plated or coated with zinc",22
721041,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)",22
721049,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)",22
721050,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides",22
721061,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys",22
721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys",22
721070,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics",22
721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210",22
721113,"Iron or non-alloy steel: flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief",22
721114,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13",22
721119,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, less than 4.75mm thick, excluding those of item no. 7211.13",22
721123,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight less than 0.25% of carbon",22
721129,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight 0.25% or more of carbon",22
721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm",22
721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin",22
721220,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc",22
721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)",22
721240,"Iron or non-alloy steel: flat-rolled, width less than 600mm, painted, varnished or coated with plastics",22
721250,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated, (excluding tin, zinc or plastic)",22
721260,"Iron or non-alloy steel: flat-rolled, width less than 600mm, clad",22
721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process",22
721320,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, of free-cutting steel",22
721391,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring less than 14mm in diameter",22
721399,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter",22
721410,"Iron or non-alloy steel: bars and rods, forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",22
721420,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",22
721430,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, including those twisted after rolling, of free-cutting steel",22
721491,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section",22
721499,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section",22
721510,"Iron or non-alloy steel: bars and rods, of free-cutting steel, cold-formed or cold-finished, n.e.c. in chapter 72",22
721550,"Iron or non-alloy steel: bars and rods, n.e.c. in chapter 72, cold-formed or cold-finished, (not free-cutting)",22
721590,"Iron or non-alloy steel: bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215",22
721610,"Iron or non-alloy steel: U, I or H sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",22
721621,"Iron or non-alloy steel: L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",22
721622,"Iron or non-alloy steel: T sections, hot-rolled, hot-drawn or extruded, of a height less than 80mm",22
721631,"Iron or non-alloy steel: U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",22
721632,"Iron or non-alloy steel: I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",22
721633,"Iron or non-alloy steel: H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",22
721640,"Iron or non-alloy steel: L or T sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",22
721650,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded",22
721661,"Iron or non-alloy steel: angles, shapes and sections, cold-formed or cold-finished, obtained from flat-rolled products",22
721669,"Iron or non-alloy steel: angles, shapes and sections, cold-formed or cold-finished, (not obtained from flat-rolled products)",22
721691,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products",22
721699,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216",22
721710,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished",22
721720,"Iron or non-alloy steel: wire, plated or coated with zinc",22
721730,"Iron or non-alloy steel: wire, plated or coated with base metals (other than zinc)",22
721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217",22
721810,"Steel, stainless: ingots and other primary forms",22
721891,"Steel, stainless: semi-finished products, of rectangular (other than square) cross-section",22
721899,"Steel, stainless: semi-finished products, other than of rectangular cross-section",22
721911,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",22
721912,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",22
721913,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",22
721914,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of less than 3mm",22
721921,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm",22
721922,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 4.75mm or more but not exceeding 10mm",22
721923,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 3mm or more but less than 4.75mm",22
721924,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of less than 3mm",22
721931,"Steel, stainless: flat-rolled, width 600mm or more, cold-rolled or cold-reduced, of a thickness of 4.75mm or more",22
721932,"Steel, stainless: flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more but less than 4.75mm",22
721933,"Steel, stainless: flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",22
721934,"Steel, stainless: flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",22
721935,"Steel, stainless: flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",22
721990,"Steel, stainless: flat-rolled, width 600mm or more, n.e.c. in heading no. 7219",22
722011,"Steel, stainless: flat-rolled, width less than 600mm, hot-rolled, of a thickness of 4.75mm or more",22
722012,"Steel, stainless: flat-rolled, width less than 600mm, hot-rolled, of a thickness of less than 4.75mm",22
722020,"Steel, stainless: flat-rolled, width less than 600mm, cold-rolled",22
722090,"Steel, stainless: flat-rolled, width less than 600mm, n.e.c. in heading no 7220",22
722100,"Steel, stainless: bars and rods, hot-rolled, in irregularly wound coils",22
722211,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",22
722219,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",22
722220,"Steel, stainless: bars and rods, cold-formed or cold-finished",22
722230,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222",22
722240,"Steel, stainless: angles, shapes and sections",22
722300,"Steel, stainless: wire",22
722410,"Steel, alloy: ingots and other primary forms",22
722490,"Steel, alloy: semi-finished products",22
722511,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented",22
722519,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)",22
722530,"Steel, alloy: flat-rolled, width 600mm or more, hot-rolled, in coils",22
722540,"Steel, alloy: flat-rolled, width 600mm or more, hot-rolled, not in coils",22
722550,"Steel, alloy: flat-rolled, width 600mm or more, cold-rolled",22
722591,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, electrolytically plated or coated with zinc",22
722592,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, plated or coated with zinc (other than electrolytically)",22
722599,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, (other than plated or coated with zinc)",22
722611,"Steel, alloy: flat-rolled, width less than 600mm, of silicon-electrical steel, grain-oriented",22
722619,"Steel, alloy: flat-rolled, width less than 600mm, of silicon-electrical steel, other than grain-oriented",22
722620,"Steel, alloy: flat-rolled, width less than 600mm, of high speed steel",22
722691,"Steel, alloy: flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), hot-rolled",22
722692,"Steel, alloy: flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), cold-rolled",22
722699,"Steel, alloy: flat-rolled, width less than 600mm, n.e.c. in item no. 7226.9",22
722710,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, of high speed steel",22
722720,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, of silico-manganese steel",22
722790,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227",22
722810,"Steel, alloy: bars and rods, of high speed steel",22
722820,"Steel, alloy: bars and rods, of silico-manganese steel",22
722830,"Steel, alloy: bars and rods, hot-rolled, hot-drawn or extruded",22
722840,"Steel, alloy: bars and rods, forged",22
722850,"Steel, alloy: bars and rods, cold-formed or cold-finished",22
722860,"Steel, alloy: bars and rods n.e.c. in heading no. 7228",22
722870,"Steel, alloy: angles, shapes and sections",22
722880,"Steel, alloy or non-alloy: hollow drill bars and rods",22
722920,"Steel, alloy: wire, of silico-manganese steel",22
722990,"Steel, alloy: wire, of materials other than silico-manganese steel",22
730110,"Iron or steel: sheet piling, whether or not drilled, punched or made from assembled elements",22
730120,"Iron or steel: angles, shapes and sections, welded",22
730210,"Iron or steel, railway or tramway track construction material: rails",22
730230,"Iron or steel, railway or tramway track construction material: switch blades, crossing frogs, point rods and other crossing pieces",22
730240,"Iron or steel, railway or tramway track construction material: fish-plates and sole plates",22
730290,"Iron or steel, railway or tramway track construction material: n.e.c. in heading no. 7302",22
730300,"Cast iron: tubes, pipes and hollow profiles",22
730411,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",22
730419,"Iron or steel (excluding cast iron or stainless steel): seamless, line pipe of a kind used for oil or gas pipelines",22
730422,"Steel, stainless: seamless, drill pipe, of a kind used in drilling for oil or gas",22
730423,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",22
730424,"Steel, stainless: seamless, casing and tubing, of a kind used in drilling for oil or gas",22
730429,"Iron or steel (excluding cast iron or stainless steel): seamless, casing and tubing, of a kind used in drilling for oil or gas",22
730431,"Iron or non-alloy steel (excluding cast iron): seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section",22
730439,"Iron or non-alloy steel (excluding cast iron): seamless, (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",22
730441,"Steel, stainless: cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section",22
730449,"Steel, stainless: (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section",22
730451,"Steel, alloy (not stainless steel): seamless, cold-drawn or cold-rolled (cold-reduced), tubes, pipes and hollow profiles of circular cross-section",22
730459,"Steel, alloy (not stainless steel): (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",22
730490,"Iron or steel (excluding cast iron): seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",22
730511,"Iron or steel (excluding cast iron): line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally submerged arc welded, having circular cross-sections, external diameter exceeds 406.4mm",22
730512,"Iron or steel (excluding cast iron): line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally welded (not submerged arc welded), having circular cross-sections, external diameter exceeds 406.4mm",22
730519,"Iron or steel (excluding cast iron): line pipe of a kind used for oil or gas pipelines (not seamless), (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm",22
730520,"Iron or steel (excluding cast iron): casing of a kind used in drilling for oil or gas (not seamless), having circular cross-sections, external diameter exceeds 406.4mm",22
730531,"Iron or steel (excluding cast iron): tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), longitudinally welded, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",22
730539,"Iron or steel (excluding cast iron): tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), welded (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",22
730590,"Iron or steel (excluding cast iron): tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",22
730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",22
730619,"Iron or steel (excluding cast iron): line pipe of a kind used for oil or gas pipelines (other than of stainless steel or seamless), n.e.c. in chapter 73",22
730621,"Steel, stainless: casing and tubing of a kind used in drilling for oil and gas, n.e.c. in chapter 73, welded, (not seamless)",22
730629,"Iron or steel (excluding cast iron): casing and tubing of a kind used in drilling for oil and gas (other than stainless steel or seamless), n.e.c. in chapter 73",22
730630,"Iron or non-alloy steel (excluding cast iron): tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73",22
730640,"Steel, stainless: tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73",22
730650,"Steel, alloy: tubes, pipes and hollow profiles (other than stainless steel or seamless), welded, of circular cross-section, n.e.c. in chapter 73",22
730661,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",22
730669,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73, welded, of non-circular cross-section (not square or rectangular cross-section)",22
730690,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",22
730711,"Cast iron: cast fittings, of non-malleable cast iron",22
730719,"Iron or steel: cast fittings, other than of non-malleable cast iron",22
730721,"Steel, stainless: tube or pipe fittings, flanges, of stainless steel",22
730722,"Steel, stainless: tube or pipe fittings, threaded elbows, bends and sleeves",22
730723,"Steel, stainless: tube or pipe fittings, butt welding fittings",22
730729,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",22
730791,"Iron or steel: tube or pipe fittings, flanges, other than stainless steel",22
730792,"Iron or steel: tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",22
730793,"Iron or steel: tube or pipe fittings, butt welding fittings, other than stainless steel",22
730799,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",22
730810,"Iron or steel: structures and parts thereof, bridges and bridge-sections",22
730820,"Iron or steel: structures and parts thereof, towers and lattice masts",22
730830,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",22
730840,"Iron or steel: structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",22
730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",22
730900,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",41
731010,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l",41
731021,"Cans: which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel",41
731029,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",41
731100,"Containers for compressed or liquefied gas, of iron or steel",41
731210,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",22
731290,"Iron or steel: plaited bands, slings and the like, not electrically insulated",22
731300,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",22
731412,"Iron or steel: woven cloth, endless bands for machinery, of stainless steel",22
731414,"Iron or steel: woven cloth, of stainless steel, (other than endless bands for machinery)",22
731419,"Iron or steel: woven cloth, other than of stainless steel",22
731420,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",22
731431,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc",22
731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",22
731441,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",22
731442,"Iron or steel wire: grill, netting and fencing, coated with plastic",22
731449,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",22
731450,Iron or steel: expanded metal,22
731511,"Chain: articulated link, roller, of iron or steel",22
731512,"Chain: articulated link, (other than roller), of iron or steel",22
731519,"Chain: articulated link parts, of iron or steel",22
731520,"Chain: skid, articulated link chain and parts thereof, of iron or steel",22
731581,"Chain: stud-link chain, of iron or steel",22
731582,"Chain: welded link chain, of iron or steel",22
731589,"Chain: n.e.c. in heading no. 7315, of iron or steel",22
731590,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",22
731600,"Iron or steel: anchors, grapnels and parts thereof",53
731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",22
731811,Iron or steel: threaded coach screws,22
731812,Iron or steel: threaded wood screws other than coach screws,22
731813,Iron or steel: threaded screw hooks and screw rings,22
731814,Iron or steel: threaded self-tapping screws,22
731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",22
731816,Iron or steel: threaded nuts,22
731819,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",22
731821,Iron or steel: non-threaded spring washers and other lock washers,22
731822,"Iron or steel: non-threaded washers, excluding spring and lock",22
731823,Iron or steel: non-threaded rivets,22
731824,Iron or steel: non-threaded cotters and cotter-pins,22
731829,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",22
731940,Safety pins and other pins: of iron or steel,63
731990,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel",63
732010,Iron or steel: leaf-springs and leaves therefor,22
732020,Iron or steel: helical springs and leaves for springs,22
732090,Iron or steel: springs n.e.c. in heading no. 7320,22
732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",61
732112,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel",61
732119,"Cooking appliances and plate warmers: for solid fuel and fuels other than gas or liquid, of iron or steel",61
732181,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",61
732182,"Domestic appliances: non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",61
732189,"Domestic appliances: non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel",61
732190,"Domestic appliances: non-electric, parts thereof, of iron or steel",22
732211,"Radiators and parts thereof: for central heating, (not electrically heated), of cast iron",41
732219,"Radiators and parts thereof: for central heating, (not electrically heated), of iron or steel other than cast iron",41
732290,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",41
732310,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",62
732391,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",62
732392,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, enamelled",62
732393,"Steel, stainless: table, kitchen and other household articles and parts thereof",62
732394,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled",62
732399,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",62
732410,"Steel: sinks and wash basins, of stainless steel",22
732421,"Cast iron, baths, whether or not enamelled",22
732429,Iron (other than cast) or steel: baths,22
732490,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",22
732510,Iron: articles of non-malleable cast iron,22
732591,"Iron: grinding balls and similar articles for mills, other than of non-malleable cast iron",22
732599,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",22
732611,"Iron or steel: grinding balls and similar articles for mills, forged or stamped, but not further worked",22
732619,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",22
732620,Iron or steel: wire articles,22
732690,Iron or steel: articles n.e.c. in heading 7326,22
740100,Copper mattes: cement copper (precipitated copper),22
740200,"Copper: unrefined, copper anodes for electrolytic refining",22
740311,"Copper: refined, unwrought, cathodes and sections of cathodes",22
740312,"Copper: refined, unwrought, wire-bars",22
740313,"Copper: refined, unwrought, billets",22
740319,"Copper: refined, unwrought, n.e.c. in item no. 7403.1",22
740321,Copper: copper-zinc base alloys (brass) unwrought,22
740322,Copper: copper-tin base alloys (bronze) unwrought,22
740329,Copper: copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405),22
740400,Copper: waste and scrap,21
740500,Copper: master alloys of copper,22
740610,Copper: powders of non-lamellar structure,22
740620,"Copper: powders of lamellar structure, flakes",22
740710,"Copper: bars, rods and profiles, of refined copper",22
740721,"Copper: bars, rods and profiles, of copper-zinc base alloys (brass)",22
740729,"Copper: bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)",22
740811,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension exceeds 6mm",22
740819,"Copper: wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",22
740821,"Copper: wire, of copper-zinc base alloys (brass)",22
740822,"Copper: wire, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",22
740829,"Copper: wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",22
740911,"Copper: strip, of a thickness exceeding 0.15mm, of refined copper, in coils",22
740919,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils",22
740921,"Copper: strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",22
740929,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils",22
740931,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",22
740939,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",22
740940,"Copper: plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",22
740990,"Copper: plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",22
741011,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",22
741012,"Copper: foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",22
741021,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper",22
741022,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",22
741110,"Copper: tubes and pipes, of refined copper",22
741121,"Copper: tubes and pipes, of copper-zinc base alloys (brass)",22
741122,"Copper: tubes and pipes, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",22
741129,"Copper: tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))",22
741210,"Copper: tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper",22
741220,"Copper: tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",22
741300,"Copper: stranded wire, cables, plaited bands and the like, not electrically insulated",22
741510,"Copper: nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads",22
741521,"Copper: washers, (including spring washers), not threaded",22
741529,"Copper: rivets, cotters, cotter-pins and similar articles, not threaded",22
741533,"Copper: screws, bolts and nuts, threaded",22
741539,Copper: articles n.e.c. in heading no. 7415,22
741810,"Copper: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like",61
741820,Copper: sanitary ware and parts thereof,22
741910,Copper: chain and parts thereof,22
741991,"Copper: cast, moulded, stamped or forged, but not further worked",22
